yearly.salary;age;elevel;car;region;credit;brand
132427.8258;28;Some College;Mazda;South Atlantic;274325.8188;
95290.07502;71;Master's, Doctoral or Professional Degree;Honda;Pacific;238274.2233;
75549.66193;49;High School Degree;Mazda;South Atlantic;0;
75449.37662;77;4-Year College Degree;Mazda;Mid-Atlantic;314149.7703;
146871.3928;44;Master's, Doctoral or Professional Degree;Ford;East North Central;359352.4442;
43665.19327;67;Master's, Doctoral or Professional Degree;Mitsubishi;Mountain;69608.97121;
27999.68459;41;Less than High School Degree;Chevrolet;Pacific;326615.5263;
140403.0583;72;Less than High School Degree;Lincoln;Mountain;15471.49455;
40179.3354;80;Master's, Doctoral or Professional Degree;Ford;South Atlantic;295693.564;
129686.9454;80;Master's, Doctoral or Professional Degree;None of the above;Mid-Atlantic;25483.91565;
61405.2791;67;Less than High School Degree;Chrysler;West South Central;65810.32884;
24851.93966;58;Master's, Doctoral or Professional Degree;Cadillac;East South Central;47918.60824;
73822.74999;68;Master's, Doctoral or Professional Degree;Jeep;West South Central;446279.8287;
48285.13691;43;Master's, Doctoral or Professional Degree;Mazda;South Atlantic;423401.1174;
142084.7351;54;Less than High School Degree;Kia;East South Central;320437.0068;
37321.06001;68;Less than High School Degree;Nissan;Mid-Atlantic;479004.9339;
88652.41362;80;4-Year College Degree;Cadillac;East North Central;163339.4214;
139411.1462;46;Some College;Nissan;West South Central;275877.3896;
27996.8206;67;High School Degree;Lincoln;Mountain;199178.6535;
149309.9057;34;Some College;Hyundai;Pacific;473006.5624;
60698.94292;43;High School Degree;Buick;West North Central;114185.3786;
139295.7409;24;Master's, Doctoral or Professional Degree;Lincoln;West South Central;49878.62395;
149167.2066;48;Less than High School Degree;Kia;New England;50704.85139;
138354.383;43;High School Degree;Ford;Mountain;327912.858;
142982.5946;72;High School Degree;Nissan;New England;345914.3287;
30060.93558;56;4-Year College Degree;Subaru;East North Central;105290.786;
58958.41236;65;High School Degree;Dodge;New England;410780.4976;
115337.5907;60;Master's, Doctoral or Professional Degree;Mazda;New England;47145.38422;
135278.9875;47;Less than High School Degree;Hyundai;West South Central;119291.8617;
134507.3935;58;Less than High School Degree;Ford;East South Central;367592.2697;
110681.341;23;4-Year College Degree;BMW;Pacific;412819.8428;
149470.481;65;4-Year College Degree;Ram;Mountain;99101.67151;
150000;77;4-Year College Degree;Hyundai;New England;474816.1619;
93191.05094;34;Some College;Toyota;Mountain;229986.5656;
96224.42298;49;Less than High School Degree;Honda;Pacific;349531.1169;
99114.0912;36;Master's, Doctoral or Professional Degree;Jeep;Mountain;45087.76308;
69416.26146;76;Some College;Nissan;Pacific;155204.5864;
63928.81181;42;Some College;Ram;West North Central;368423.5896;
136633.0475;80;Master's, Doctoral or Professional Degree;Buick;West South Central;410326.9922;
121760.9015;79;Some College;Cadillac;South Atlantic;233500.634;
119980.5613;68;High School Degree;Hyundai;South Atlantic;111315.2651;
40602.72901;80;Less than High School Degree;Dodge;West North Central;21983.91114;
95762.32036;20;High School Degree;Mercedes Benz;Pacific;330384.7117;
88196.75925;63;Less than High School Degree;None of the above;Mid-Atlantic;438937.7982;
67463.3485;54;4-Year College Degree;Mercedes Benz;West North Central;30974.09736;
79899.75861;54;High School Degree;Chrysler;Pacific;23757.58866;
144954.8168;56;Some College;Ford;New England;411017.966;
32441.03715;77;Less than High School Degree;Mitsubishi;Pacific;295551.2475;
31936.57727;37;4-Year College Degree;Dodge;Mountain;328997.2594;
22519.40358;33;High School Degree;Buick;East South Central;245298.5627;
63063.05603;59;4-Year College Degree;Kia;East North Central;117116.5545;
83975.91387;55;Master's, Doctoral or Professional Degree;Dodge;East North Central;245466.2925;
52307.73264;67;Less than High School Degree;Jeep;South Atlantic;0;
73272.40437;55;High School Degree;BMW;East South Central;233548.6641;
47054.34942;26;4-Year College Degree;Jeep;New England;0;
67593.98846;64;Less than High School Degree;Nissan;West South Central;108751.4712;
91214.57994;38;High School Degree;Dodge;Mid-Atlantic;315087.5973;
20000;46;Master's, Doctoral or Professional Degree;Subaru;West South Central;88078.48717;
20000;28;4-Year College Degree;Mercedes Benz;Mountain;233706.3161;
126553.6472;80;Less than High School Degree;Chrysler;East North Central;347892.7484;
120105.6405;49;Less than High School Degree;Nissan;Pacific;208362.8026;
31735.95442;34;Less than High School Degree;Honda;East North Central;0;
27351.35676;76;Less than High School Degree;Mazda;East North Central;156505.8253;
141843.2597;49;Some College;Mitsubishi;East South Central;180004.2078;
107506.836;24;4-Year College Degree;Cadillac;Mountain;74605.0951;
129541.4469;45;4-Year College Degree;Dodge;Mountain;70173.44734;
102765.4542;20;Master's, Doctoral or Professional Degree;Mazda;East North Central;215241.4605;
95275.82549;20;High School Degree;None of the above;East South Central;302959.8983;
65687.67255;49;Some College;Chevrolet;East North Central;236152.5922;
126381.698;64;Master's, Doctoral or Professional Degree;Mazda;West North Central;368545.5001;
139120.3161;43;Some College;Nissan;East North Central;151041.166;
56674.99752;39;Less than High School Degree;Kia;Pacific;396215.1666;
140899.2376;25;Master's, Doctoral or Professional Degree;Honda;West South Central;78929.82577;
60218.48814;75;Master's, Doctoral or Professional Degree;Subaru;Mid-Atlantic;21955.86518;
20000;29;Some College;Toyota;Mid-Atlantic;450154.3659;
142449.2826;71;Less than High School Degree;Lincoln;Mid-Atlantic;397059.6984;
73714.7234;47;4-Year College Degree;Mercedes Benz;West North Central;205404.2498;
138059.6942;80;4-Year College Degree;Honda;Mountain;5871.453323;
115929.524;77;4-Year College Degree;Dodge;South Atlantic;314920.7425;
73658.04803;26;High School Degree;Subaru;Mid-Atlantic;493463.7252;
38035.05497;20;High School Degree;Ford;South Atlantic;261597.3125;
60804.91149;55;Less than High School Degree;Mitsubishi;Mountain;352351.0458;
36709.09523;46;High School Degree;Hyundai;East South Central;500000;
109424.3881;59;Master's, Doctoral or Professional Degree;BMW;New England;310215.0743;
133029.0725;36;4-Year College Degree;Hyundai;West South Central;167628.7873;
107511.521;74;Some College;Nissan;West South Central;10344.83439;
85655.38904;47;Less than High School Degree;Toyota;East South Central;377564.3367;
20868.52385;29;4-Year College Degree;Toyota;South Atlantic;9983.620605;
69099.32923;70;High School Degree;Toyota;Mid-Atlantic;166325.7957;
25140.65715;53;Master's, Doctoral or Professional Degree;Mazda;West South Central;441625.1146;
99000.9162;65;Some College;Mazda;West South Central;393360.1228;
118953.092;54;Master's, Doctoral or Professional Degree;Subaru;Pacific;114907.2983;
63477.85093;26;Master's, Doctoral or Professional Degree;BMW;East South Central;307800.5339;
107015.4738;74;Some College;Chevrolet;South Atlantic;223645.5108;
124028.2599;63;4-Year College Degree;Honda;West South Central;86702.98354;
142310.7795;39;Some College;Subaru;West South Central;475417.6149;
101515.4655;25;Less than High School Degree;Kia;South Atlantic;396538.0491;
48431.01594;36;Some College;Kia;New England;61574.23023;
86147.61406;40;Less than High School Degree;Kia;Mid-Atlantic;116954.9686;
85212.90472;75;Less than High School Degree;Mercedes Benz;Mountain;79360.27304;
108440.6197;55;4-Year College Degree;None of the above;West South Central;272284.1619;
118225.1156;62;Master's, Doctoral or Professional Degree;Ford;Mid-Atlantic;283627.1771;
139631.4368;56;4-Year College Degree;Mazda;West South Central;452319.3146;
78728.9189;47;High School Degree;Mitsubishi;East South Central;303614.0012;
71687.64849;71;Less than High School Degree;Toyota;West South Central;193297.6229;
31178.11608;25;Master's, Doctoral or Professional Degree;Ram;West South Central;82310.83058;
71122.16367;48;4-Year College Degree;Lincoln;South Atlantic;332028.4449;
65369.73401;74;Some College;Buick;East North Central;345884.3226;
131722.701;75;Master's, Doctoral or Professional Degree;Ford;New England;146477.7015;
43982.1973;70;Less than High School Degree;Cadillac;West South Central;358287.7931;
143120.1484;26;Some College;BMW;Mountain;71704.1331;
117281.0645;61;Some College;Mazda;East South Central;463631.2206;
74971.5294;46;High School Degree;Buick;East North Central;51544.64446;
91605.01736;35;High School Degree;Chevrolet;West South Central;69164.17508;
78659.45664;34;Some College;BMW;New England;197830.1364;
45824.85407;80;4-Year College Degree;Chevrolet;South Atlantic;356649.4932;
99035.18668;48;Master's, Doctoral or Professional Degree;Buick;South Atlantic;383528.1533;
108220.4763;58;4-Year College Degree;Subaru;East North Central;441119.7615;
106002.3768;26;High School Degree;Jeep;New England;495268.1252;
77462.64322;31;High School Degree;Kia;Mountain;499642.9676;
58277.40829;71;Master's, Doctoral or Professional Degree;Kia;South Atlantic;336659.9016;
38274.02728;74;4-Year College Degree;Mercedes Benz;Mid-Atlantic;455865.2206;
50637.77683;72;Some College;Cadillac;West South Central;403270.9977;
119039.7633;70;Some College;Chevrolet;Pacific;90896.48211;
69230.62509;27;Less than High School Degree;Ram;South Atlantic;288923.8889;
90028.97488;60;4-Year College Degree;Ram;East South Central;217164.9946;
24742.82014;47;High School Degree;Lincoln;East South Central;181763.793;
71452.2358;59;Less than High School Degree;Hyundai;East North Central;257051.0711;
140760.8363;55;4-Year College Degree;Dodge;Mid-Atlantic;318285.6788;
36649.89342;71;Less than High School Degree;Ram;East North Central;336358.4876;
49005.04885;59;High School Degree;Subaru;West South Central;190466.5908;
93015.48671;50;High School Degree;Ford;South Atlantic;125974.0018;
49079.00854;45;Some College;Jeep;West North Central;165531.8286;
133791.7803;49;Less than High School Degree;None of the above;West North Central;461142.7392;
59827.41466;20;Master's, Doctoral or Professional Degree;Cadillac;West South Central;171977.9957;
122421.8053;62;High School Degree;BMW;Pacific;324262.0496;
68098.54624;61;Less than High School Degree;Hyundai;East North Central;264449.0278;
47724.60327;45;High School Degree;Kia;Mid-Atlantic;464824.1462;
85848.12282;48;Less than High School Degree;Dodge;Mid-Atlantic;369954.5314;
68993.98667;78;4-Year College Degree;None of the above;East South Central;220040.3876;
92682.4014;20;High School Degree;Mitsubishi;Mountain;419822.5549;
120211.0137;74;Master's, Doctoral or Professional Degree;Chrysler;Mountain;91715.96133;
94786.07618;50;High School Degree;Jeep;West North Central;193383.5067;
94414.29992;37;High School Degree;Nissan;West North Central;265306.7934;
118952.3692;33;Master's, Doctoral or Professional Degree;Ford;East South Central;259298.3569;
125905.3125;80;Some College;BMW;Mid-Atlantic;0;
73995.03224;57;Master's, Doctoral or Professional Degree;Ford;East North Central;289331.3602;
21763.34827;36;Less than High School Degree;Buick;East North Central;289439.1693;
90421.00614;44;Master's, Doctoral or Professional Degree;Jeep;East South Central;499474.7771;
50451.51424;52;Some College;Ram;Pacific;295827.0466;
94545.01388;27;4-Year College Degree;Buick;East North Central;421131.3217;
82811.88034;61;Less than High School Degree;Ford;Pacific;79527.72416;
67270.98203;73;4-Year College Degree;Cadillac;West South Central;16420.84359;
132773.0258;24;4-Year College Degree;Chrysler;West South Central;400782.3065;
100253.5435;72;Master's, Doctoral or Professional Degree;Mazda;East North Central;304837.736;
124659.1081;76;Some College;Cadillac;East North Central;459075.8276;
112019.6108;59;Master's, Doctoral or Professional Degree;BMW;East North Central;81740.75535;
80235.32528;37;Less than High School Degree;Buick;South Atlantic;37767.33651;
101611.9276;78;4-Year College Degree;Nissan;East South Central;107746.749;
121416.9995;68;Some College;Buick;Mid-Atlantic;37567.09109;
101555.2775;26;High School Degree;Buick;Mid-Atlantic;401579.946;
63943.10126;57;4-Year College Degree;Mercedes Benz;Pacific;107384.1802;
124144.7664;47;Some College;Ford;Mid-Atlantic;414808.805;
120162.4022;36;Less than High School Degree;Jeep;Mid-Atlantic;179329.8071;
72095.68092;20;Some College;Ram;Pacific;21981.16486;
61713.66489;61;Some College;Ford;West North Central;235274.9985;
20000;46;Some College;Mitsubishi;East North Central;119997.1385;
77877.71665;66;Less than High School Degree;Honda;Pacific;486976.3999;
112290.6919;25;Less than High School Degree;Cadillac;South Atlantic;182672.7863;
136513.5877;24;Some College;Mazda;Pacific;137840.8115;
150000;75;Master's, Doctoral or Professional Degree;Mazda;West North Central;235041.3278;
67472.45768;55;High School Degree;Ram;Mid-Atlantic;321967.8008;
24256.16646;44;Master's, Doctoral or Professional Degree;Mitsubishi;East South Central;125429.0475;
39607.9904;60;4-Year College Degree;Chrysler;East North Central;27550.09026;
25906.27103;28;Some College;Buick;East North Central;15185.14967;
47814.87151;28;Less than High School Degree;Mazda;West South Central;339042.0759;
30628.50823;31;Master's, Doctoral or Professional Degree;Lincoln;West North Central;360195.4706;
66953.87812;66;4-Year College Degree;Hyundai;East North Central;69887.52071;
39169.97787;26;Master's, Doctoral or Professional Degree;Dodge;Pacific;214654.3009;
33530.93412;54;High School Degree;Lincoln;Mid-Atlantic;177643.3591;
134503.0592;75;Some College;Ram;West South Central;366905.831;
66027.89513;51;High School Degree;Toyota;West South Central;85339.59965;
129727.7399;41;Master's, Doctoral or Professional Degree;Cadillac;West South Central;330638.4809;
74532.57496;26;Master's, Doctoral or Professional Degree;Mercedes Benz;New England;339172.3174;
39320.19093;31;Less than High School Degree;Ram;East North Central;185276.1961;
45873.72536;27;Less than High School Degree;Lincoln;Pacific;368189.8552;
97042.08403;71;Master's, Doctoral or Professional Degree;Kia;South Atlantic;442397.9033;
110643.2383;58;High School Degree;Honda;New England;439619.1621;
139434.6277;77;High School Degree;Mazda;East North Central;31448.04398;
83473.63254;69;High School Degree;Cadillac;New England;357757.1223;
91967.24561;74;Less than High School Degree;Hyundai;West South Central;140187.4037;
67550.03768;64;Less than High School Degree;Hyundai;East South Central;480523.7307;
77002.4323;77;Less than High School Degree;Mazda;New England;187384.1365;
100550.7702;49;4-Year College Degree;Jeep;East North Central;428567.1318;
92753.03938;20;Some College;BMW;New England;137804.0384;
133413.0836;62;High School Degree;Mazda;Pacific;454775.8034;
109175.9547;75;Master's, Doctoral or Professional Degree;Ford;Pacific;75996.94868;
133695.8084;68;Some College;Mitsubishi;Pacific;344837.9347;
31639.18213;24;Some College;Cadillac;Mountain;226789.1969;
33777.82198;46;Master's, Doctoral or Professional Degree;Mitsubishi;East South Central;299446.0624;
68785.1395;78;Master's, Doctoral or Professional Degree;Cadillac;West North Central;128098.1871;
144679.3276;73;Less than High School Degree;Chrysler;Mountain;310276.8614;
96349.97719;59;Master's, Doctoral or Professional Degree;Mazda;West South Central;38885.74004;
22051.86456;78;Less than High School Degree;Ford;Mountain;357903.5685;
94074.93105;36;High School Degree;Honda;East North Central;449423.2977;
62148.34405;28;Some College;BMW;East South Central;26859.67988;
25481.64956;56;Less than High School Degree;Mazda;South Atlantic;111871.4925;
97285.20001;53;Master's, Doctoral or Professional Degree;BMW;Pacific;244133.2797;
80155.67568;41;Less than High School Degree;Jeep;East South Central;434647.3843;
101054.6407;78;High School Degree;Ford;West South Central;417051.609;
106968.9554;45;Master's, Doctoral or Professional Degree;Toyota;New England;389657.1877;
142004.8891;32;4-Year College Degree;Nissan;Mountain;116536.4227;
91748.30373;44;Some College;Lincoln;West South Central;193884.6514;
42058.43291;70;High School Degree;Jeep;East North Central;473623.1307;
68532.95194;74;4-Year College Degree;Kia;Pacific;110691.7019;
82346.07467;31;High School Degree;BMW;West South Central;111361.9433;
129747.6633;75;4-Year College Degree;Nissan;South Atlantic;74062.45791;
37267.47553;57;Master's, Doctoral or Professional Degree;Honda;West South Central;464634.6594;
81765.55177;63;Less than High School Degree;Ford;West South Central;443724.4288;
28370.24636;31;4-Year College Degree;Chrysler;South Atlantic;68153.03218;
91236.2604;40;High School Degree;Toyota;South Atlantic;464451.7991;
135893.5316;72;4-Year College Degree;BMW;New England;211774.9877;
28587.68195;63;Master's, Doctoral or Professional Degree;Hyundai;West South Central;383127.56;
143013.3926;75;Master's, Doctoral or Professional Degree;Toyota;West South Central;465442.5715;
69922.45607;20;4-Year College Degree;None of the above;New England;344522.9834;
63216.23526;65;Less than High School Degree;Jeep;West North Central;2159.499146;
70184.79401;25;4-Year College Degree;Mazda;Pacific;494974.568;
71476.18211;56;Master's, Doctoral or Professional Degree;BMW;East North Central;42650.79703;
85959.56578;41;Some College;Chrysler;West South Central;14888.97539;
35603.85225;34;Some College;Ram;West North Central;389704.3699;
128142.5385;40;4-Year College Degree;Lincoln;East South Central;0;
140237.0935;20;Less than High School Degree;Mercedes Benz;East North Central;92319.07046;
105488.5931;71;4-Year College Degree;Mazda;East North Central;168788.4497;
102306.8579;50;Some College;Buick;New England;417509.3204;
54682.17665;35;Less than High School Degree;Toyota;South Atlantic;108682.0747;
135197.8139;68;Some College;Ram;Pacific;243287.7349;
145450.3436;33;Some College;Jeep;East South Central;131961.3604;
78250.89095;35;Master's, Doctoral or Professional Degree;Toyota;Mid-Atlantic;472502.745;
29587.62207;80;Master's, Doctoral or Professional Degree;Subaru;West South Central;388762.548;
56572.66753;42;4-Year College Degree;Toyota;South Atlantic;92007.39852;
148692.8458;40;4-Year College Degree;Jeep;Pacific;105549.263;
70553.30297;71;Less than High School Degree;Ford;South Atlantic;281309.3162;
90661.77587;49;4-Year College Degree;Honda;Pacific;246820.9497;
139274.9289;37;High School Degree;Dodge;East South Central;224154.8607;
42223.96334;52;Some College;Kia;West South Central;376177.3004;
92920.38719;79;High School Degree;Buick;East South Central;88405.46129;
121807.2701;42;Less than High School Degree;None of the above;East North Central;83143.65791;
121626.2925;76;Less than High School Degree;Mercedes Benz;New England;320342.6629;
37342.47565;26;Less than High School Degree;Chevrolet;Pacific;457099.3919;
44138.72848;67;Master's, Doctoral or Professional Degree;Chevrolet;South Atlantic;332151.3991;
129634.0365;50;Less than High School Degree;Lincoln;Mountain;143755.8826;
148736.3121;44;4-Year College Degree;Toyota;East South Central;152543.6416;
60027.33259;45;Some College;Mercedes Benz;Mid-Atlantic;208623.6313;
65120.2267;30;4-Year College Degree;Mazda;Pacific;201534.6487;
127810.1261;76;Some College;Jeep;New England;335513.0778;
47045.1734;40;Some College;Chevrolet;New England;92166.54095;
127892.9405;67;Less than High School Degree;Lincoln;New England;322070.7868;
60023.69956;32;Some College;Ford;Mid-Atlantic;127039.8762;
89957.94356;37;4-Year College Degree;None of the above;South Atlantic;8683.661752;
116372.9287;49;Master's, Doctoral or Professional Degree;Honda;East South Central;379338.4821;
129832.48;43;Master's, Doctoral or Professional Degree;Ram;Mountain;301515.2515;
73637.06985;67;High School Degree;Mercedes Benz;Pacific;175537.4995;
65801.19177;36;4-Year College Degree;Chevrolet;East North Central;253767.6314;
140683.6304;41;Master's, Doctoral or Professional Degree;Hyundai;West North Central;35159.16032;
48874.50751;35;Master's, Doctoral or Professional Degree;BMW;East North Central;99047.65765;
120430.0311;29;4-Year College Degree;Dodge;New England;369745.0878;
129356.5299;46;Master's, Doctoral or Professional Degree;Chrysler;Mid-Atlantic;124310.2638;
91011.79006;66;High School Degree;Ford;West South Central;352916.4017;
64060.42223;27;Master's, Doctoral or Professional Degree;Cadillac;West North Central;315223.4761;
105921.3563;24;4-Year College Degree;Lincoln;East South Central;214979.9221;
99767.68615;35;4-Year College Degree;Cadillac;East North Central;418235.2525;
34561.11664;35;4-Year College Degree;BMW;Mid-Atlantic;41777.94511;
132815.0338;49;Master's, Doctoral or Professional Degree;Cadillac;West North Central;347580.2894;
124958.6191;77;Less than High School Degree;Mitsubishi;Pacific;59936.24338;
95321.65824;54;High School Degree;Hyundai;West North Central;106877.5946;
38520.38884;69;Master's, Doctoral or Professional Degree;Toyota;East North Central;324860.0023;
118644.5588;31;Some College;Mitsubishi;East South Central;406063.3396;
59895.85661;27;High School Degree;Cadillac;East South Central;242868.6991;
41736.06897;38;Less than High School Degree;Toyota;Mid-Atlantic;492094.3984;
26709.06156;72;Less than High School Degree;BMW;East South Central;456974.2306;
58948.5996;43;Less than High School Degree;Lincoln;Mid-Atlantic;206491.6369;
48101.18572;75;4-Year College Degree;Buick;Mountain;144272.8544;
120026.6336;20;4-Year College Degree;BMW;New England;157551.6504;
149142.3679;56;High School Degree;Cadillac;Mid-Atlantic;349297.9786;
113156.2899;36;High School Degree;Jeep;East North Central;465816.4345;
73273.87455;72;High School Degree;Mercedes Benz;Pacific;245235.2441;
127905.2199;55;4-Year College Degree;Chrysler;New England;262522.3224;
88058.16709;46;High School Degree;None of the above;Mid-Atlantic;263299.421;
60259.85363;32;4-Year College Degree;Buick;West South Central;284728.1677;
65044.63954;69;High School Degree;Subaru;West North Central;479522.687;
66552.75597;79;Some College;Ram;Pacific;116927.113;
47647.27516;63;Less than High School Degree;Chevrolet;West North Central;343390.8921;
143773.1957;53;Some College;Cadillac;East South Central;430551.2134;
30877.50287;51;High School Degree;Dodge;West South Central;213999.7425;
141353.3992;48;Some College;Honda;East South Central;192256.3548;
138185.8462;61;4-Year College Degree;Ram;East North Central;284711.9371;
42579.66712;34;Master's, Doctoral or Professional Degree;Cadillac;West North Central;392029.5012;
64199.73586;76;Less than High School Degree;Jeep;East North Central;292283.4052;
150000;73;Less than High School Degree;Toyota;West South Central;190469.6991;
28250.92253;54;Less than High School Degree;Mitsubishi;New England;356554.7728;
79095.42995;65;Less than High School Degree;Ford;West South Central;350724.0177;
61438.30397;73;Some College;Chevrolet;West North Central;187089.6797;
150000;38;Some College;Buick;East North Central;78666.23627;
88090.61309;71;4-Year College Degree;Chevrolet;Mid-Atlantic;66374.65354;
132677.9011;33;Less than High School Degree;None of the above;Mid-Atlantic;470087.0751;
73996.89024;35;Master's, Doctoral or Professional Degree;BMW;South Atlantic;59235.67276;
126426.5621;77;High School Degree;Chrysler;New England;449262.6432;
47481.16778;80;High School Degree;BMW;Mid-Atlantic;159547.3419;
52724.08134;63;High School Degree;Kia;Mountain;23786.41431;
38163.67259;79;Master's, Doctoral or Professional Degree;Chevrolet;Pacific;357990.1893;
107964.7253;23;Less than High School Degree;Mercedes Benz;New England;307275.0033;
39867.58689;63;Some College;Cadillac;East South Central;297107.5707;
66301.64993;36;Some College;Ford;West North Central;26874.5496;
131505.5812;27;4-Year College Degree;Buick;South Atlantic;424886.6186;
34935.08712;68;High School Degree;BMW;West North Central;282746.5202;
77941.25718;43;4-Year College Degree;None of the above;South Atlantic;448350.6442;
28001.20344;52;4-Year College Degree;Chevrolet;Pacific;57272.48285;
92220.40145;77;High School Degree;Honda;West South Central;334287.6987;
105510.5664;37;Master's, Doctoral or Professional Degree;Dodge;Mid-Atlantic;214383.0109;
100628.0173;58;4-Year College Degree;BMW;New England;282254.4457;
37131.71309;44;Some College;Ram;West South Central;22410.91637;
54913.74055;80;High School Degree;Chrysler;East North Central;286696.1403;
106013.9979;55;Less than High School Degree;Mitsubishi;Mountain;430927.2805;
99268.79343;50;4-Year College Degree;Kia;East North Central;445088.8499;
43491.17516;76;Less than High School Degree;Dodge;South Atlantic;118002.3614;
86681.13938;31;Some College;Buick;Pacific;114910.904;
60255.14171;23;Less than High School Degree;Cadillac;East South Central;278284.4804;
104551.1768;20;Master's, Doctoral or Professional Degree;Ram;West North Central;477384.8425;
94529.0828;63;Master's, Doctoral or Professional Degree;Honda;New England;341396.6649;
75519.10123;52;Less than High School Degree;Dodge;Mountain;367258.6103;
49360.91256;49;High School Degree;Mercedes Benz;New England;311615.6636;
42864.75816;30;Less than High School Degree;Dodge;East North Central;51189.29673;
69550.93264;42;4-Year College Degree;Ram;West North Central;199237.5357;
69247.05965;62;Some College;Buick;West South Central;63198.20603;
100434.6828;35;High School Degree;Subaru;South Atlantic;429705.4228;
116342.5232;49;High School Degree;Honda;West South Central;391053.7791;
131798.3912;53;High School Degree;Hyundai;Mountain;439391.1603;
145807.6852;32;High School Degree;Kia;East North Central;399150.9944;
23374.80455;53;Some College;Buick;Mountain;203711.8182;
28928.7915;44;Less than High School Degree;Cadillac;East South Central;130392.0263;
136691.2472;53;Master's, Doctoral or Professional Degree;Toyota;West North Central;200929.3309;
80430.96133;41;High School Degree;Cadillac;West North Central;474302.6838;
145794.9716;78;Some College;None of the above;Mountain;268456.572;
93024.34832;61;4-Year College Degree;Lincoln;Mid-Atlantic;3401.796684;
145051.6996;35;Master's, Doctoral or Professional Degree;Subaru;Mountain;90487.77614;
106529.1892;79;High School Degree;Buick;East North Central;268936.9942;
109988.6332;79;Some College;Ram;Pacific;477065.5138;
141456.9376;51;Some College;Honda;West South Central;456088.7889;
135208.418;37;4-Year College Degree;Mazda;West North Central;276739.1801;
115880.802;62;4-Year College Degree;Honda;West South Central;382924.9661;
71803.01394;65;High School Degree;Mercedes Benz;West North Central;27456.40765;
109574.5254;66;High School Degree;Toyota;New England;414366.6303;
74420.67811;53;4-Year College Degree;Ford;Mountain;35201.59032;
136148.7808;57;Master's, Doctoral or Professional Degree;Subaru;South Atlantic;105655.5031;
72758.63465;35;Master's, Doctoral or Professional Degree;Chevrolet;East North Central;413268.807;
51942.09795;56;High School Degree;Toyota;South Atlantic;243818.897;
62196.77282;25;Master's, Doctoral or Professional Degree;Hyundai;West South Central;88660.73437;
36698.90048;28;Master's, Doctoral or Professional Degree;BMW;East North Central;70476.15143;
23905.30302;75;Master's, Doctoral or Professional Degree;Hyundai;Pacific;139004.2975;
140918.7751;37;Master's, Doctoral or Professional Degree;Chrysler;East North Central;367644.9645;
141911.2609;24;High School Degree;Hyundai;Mountain;289701.9178;
82453.11384;76;Master's, Doctoral or Professional Degree;Cadillac;Mountain;172647.2926;
139572.6104;25;Master's, Doctoral or Professional Degree;Mazda;East South Central;376709.347;
128464.7759;24;Less than High School Degree;BMW;New England;423140.4066;
123578.7422;59;Less than High School Degree;Mitsubishi;Mountain;444413.9235;
78838.5601;31;Less than High School Degree;Cadillac;East South Central;128409.3082;
53979.27866;58;Less than High School Degree;Buick;West North Central;292188.9852;
75781.5463;74;4-Year College Degree;Mazda;West North Central;448358.2312;
130811.1408;75;4-Year College Degree;Hyundai;South Atlantic;500000;
102537.5612;72;4-Year College Degree;Mazda;East South Central;203314.661;
118269.5455;24;Some College;Hyundai;West North Central;185514.0876;
100371.2066;54;4-Year College Degree;Cadillac;Mid-Atlantic;372114.5502;
102175.476;53;Some College;Mercedes Benz;Mountain;41121.56971;
55284.20195;69;Master's, Doctoral or Professional Degree;Honda;Mountain;255692.4425;
118319.0936;48;Master's, Doctoral or Professional Degree;Ford;Mountain;318761.708;
107904.0039;59;Some College;Dodge;Mid-Atlantic;43107.57158;
32307.70015;28;High School Degree;Chrysler;East North Central;283941.1068;
101888.5392;63;4-Year College Degree;Nissan;East South Central;42942.12813;
104764.3481;40;Some College;Buick;West North Central;2804.338032;
84105.16083;52;High School Degree;Dodge;South Atlantic;227422.7609;
50161.21107;30;Less than High School Degree;Mercedes Benz;New England;167170.4758;
43589.68223;43;4-Year College Degree;Buick;East North Central;84588.00698;
52244.61715;27;Less than High School Degree;Jeep;Mountain;415296.008;
52015.61915;25;4-Year College Degree;Buick;Mountain;238313.3406;
36844.64533;80;4-Year College Degree;Chrysler;Pacific;90192.14151;
141809.0755;69;4-Year College Degree;Mercedes Benz;West South Central;408780.4529;
131655.4229;50;4-Year College Degree;Ram;Mid-Atlantic;208901.8149;
122349.8585;64;Some College;None of the above;West South Central;488700.2316;
58917.54839;73;Master's, Doctoral or Professional Degree;Hyundai;East North Central;37282.81253;
83943.81689;20;Master's, Doctoral or Professional Degree;Hyundai;New England;279738.9538;
72430.90459;24;Some College;Ford;Mid-Atlantic;453569.8135;
101182.9568;26;Some College;Honda;Mountain;146468.5968;
111283.526;77;High School Degree;Ram;Mountain;475738.2734;
101592.893;47;Some College;Toyota;Pacific;352877.9464;
112924.0366;44;High School Degree;Honda;East South Central;297975.0074;
35465.485;66;4-Year College Degree;Cadillac;West South Central;402904.9839;
24783.35813;56;High School Degree;Dodge;Mid-Atlantic;252561.5938;
141607.623;21;Less than High School Degree;Lincoln;South Atlantic;455923.986;
150000;56;High School Degree;Dodge;Mountain;375320.7966;
36532.48227;51;Master's, Doctoral or Professional Degree;Mitsubishi;South Atlantic;438115.2064;
50366.0859;46;Less than High School Degree;Buick;South Atlantic;406552.1236;
103835.2944;45;Some College;Mazda;Mid-Atlantic;0;
